Tweet,UserHandle,Party,Issue,Stance
this piece by USER_MENTION is the closest ive come to understanding why the demonetisation crisis hasnt hit the valley URL demonetisation what queues in jammu and kashmir business as usual after notesban URL,OmarAbdullah,INC,Demonetisation,Disagreement
just in case we thought demonetisation is all people are talking about USER_MENTION sets the record straight emo_pos mustread funniest URL,OmarAbdullah,INC,Demonetisation,Disagreement
sir our problem isnt with whether others prepared or not its with the fact that your government didnt prepare at all is now scrambling URL those criticising demonetisation move dont have problem with govts have problem that they didnt get time to preparepm,OmarAbdullah,INC,Demonetisation,Disagreement
if laughter is indeed the best medicine then this demonetisation style airline announcement is a brilliant bit of therapy URL if inflight announcements were made in the manner of demonetisation notifications emo_neg,OmarAbdullah,INC,Demonetisation,Disagreement
how much more proof is required before devotees of this govt agree that this demonetisation has been rolled out with no application of mind URL two variants of new rs note surface USER_MENTION says printing defect due to rush URL,OmarAbdullah,INC,Demonetisation,Disagreement
wow days later mobile internet will work on phones in now waiting for some one to say this is thanks to demonetisation URL finally postpaid mobile internet services to be restored from midnight in kashmir internet services remained suspended for days,OmarAbdullah,INC,Demonetisation,Disagreement
this is a far more elegant response compared to earlier one ghar main shaddi hai par paisa nahin followed by people laughing sniggering URL demonetisation govt announces new rules allows withdrawal upto to rs lakh for weddings,OmarAbdullah,INC,Demonetisation,Disagreement
does anyone remember all the that have been announced to the demonetisation scheme since it was rolled out,OmarAbdullah,INC,Demonetisation,Disagreement
d without comment stone pelting had receded weeks before demonetisation because of fatigue arrests psa detentions credit to modi is crass sycophancy,OmarAbdullah,INC,Demonetisation,Disagreement
thank goodness for the sensible correct voices from the ground this is what USER_MENTION should have been saying as well URL linking decline in stone pelting in kashmir incidents with demonetization is absurd incidents have been on decline for past over a month,OmarAbdullah,INC,Demonetisation,Disagreement
i cant help thinking these have to be fake the owners know isnt possible no one would burn genuine notes URL sad i was hoping big users hoarders of black money would have some late pangs of conscience altruism give away their loot to the poor URL,OmarAbdullah,INC,Demonetisation,Disagreement
the ldf decision to not forgo the extra revenue from petrol diesel price rise is a grave injustice to people of kerala the udf government had relinquished rs crore from fuel price hike during our tenure diesel petrol,chennithala,INC,hike in oil prices,Disagreement
the pnbfraud was committed in under the aegis of namo sarkar you cannot push the truth under the carpet for bjp truth always triumphs,chennithala,INC,PNB Scam,Disagreement
the dissent against the spiraling price rise and failed ldf government is being turned into peoples fortress this fort will not be complete without your support join us udf kerala rameshchennithala,chennithala,INC,Inflation control,Disagreement
the protest of the left front against mans defeat and price rise is a protest fortunate fort knocked out of the fortress regular return protainedhakkottapic.twitter.com unpn7itk2j,chennithala,INC,Inflation control,Disagreement
modiji s statement that indias gdp has grown times in last year at is the greatest testimony for the upa government and congress economic policy its a candid acceptance of the failure of ndas economic policies,chennithala,INC,GDP growth,Disagreement
hypocrisy at its worst from USER_MENTION on percent fdi for uturnsarkar its stand depends on where it,chennithala,INC,FDIPolicy,Neutral
to stifle the voice of a whistle blower who exposed serious flaw in aadhar database defies the essence of democracy strongly condemn the action by uidai aadhaarcard aadharleaks,chennithala,INC,Aadhar linking,Disagreement
deceleration in key sectors like agriculture and manufacturing has plunged the gdp to year low of percent.pm modi should apologize to the people for demo and gst,chennithala,INC,GDP growth,Disagreement
shocking it takes just rs to breach into much touted aadhar database this is a huge scam and USER_MENTION should order an enquiry into it aadhaardata URL,chennithala,INC,Aadhar linking,Disagreement
censor board cuts on padmavati shows how our freedoms are under peril.unfortunate that the bjp govt has succumbed to the extremists communal outfits just for electoral gains censor board has rejected my film wholly they didnt suggest any modification just rejected it they said theyll forward the report to mumbai headquarter for a revising committee yadu vijayakrishnan director months of hell a documentary based on emergency kerala,chennithala,INC,Padmavati film screening,Disagreement
gst is our brain child USER_MENTION would have implemented gst with due care and preparations dr manmohansingh day udf udfpadayorukkam rameshchennithala kerala india mmsinghinpadayorukkam,chennithala,INC,GST,Disagreement
the demonetization is a historic blunder dr manmohansingh day udf udfpadayorukkam the demonetization is a historic blunder dr manmohansingh day udf udfpadayorukkam rameshchennithala kerala india mmsinghinpadayorukkam,chennithala,INC,Demonetisation,Disagreement
the maximum interest on investment in banks is and the gst on hotel food is respond against the antipeople govt,chennithala,INC,GST,Disagreement
the money loss to indian economy as a result of demonetisation should be charged and taken from bjp demonetisationdisaster,chennithala,INC,Demonetisation,Disagreement
retraction of lpg subsidy should be withdrawn urgently as it will worsen the plight and sufferings of the common man lpg,chennithala,INC,lgp price hike,Disagreement
bjp leader who led march against black money is arrested for printing fake currency the mask is broken and the true colours coming,chennithala,INC,Demonetisation,Disagreement
while the cauvery case was contemplated in the supreme court in july the cauvery cell discharged the governments action,chennithala,INC,Cauvery SC Verdict,Neutral
